Customer,Occuspace
Date Range,05/01/2023 - 05/01/2024
Hour Range,6 - 23
Days of the Week,Sun - Sat
Time Interval,30min

Location,Timestamp,Date,Day of Week,Week of Year,Time,Hour of Day,Average Occupancy,Average Utilization,Peak Occupancy,Peak Utilization,Capacity,Location Path
2nd Floor,09/18/2023 19:00,9/18/2023,2,38,7:00:00 PM,19,79,0.59,86,0.64,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 19:30,9/18/2023,2,38,7:30:00 PM,19,58,0.43,73,0.54,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 20:00,9/18/2023,2,38,8:00:00 PM,20,84,0.62,97,0.72,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 20:30,9/18/2023,2,38,8:30:00 PM,20,98,0.73,107,0.79,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 21:00,9/18/2023,2,38,9:00:00 PM,21,75,0.56,95,0.70,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 21:30,9/18/2023,2,38,9:30:00 PM,21,59,0.44,71,0.53,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 22:00,9/18/2023,2,38,10:00:00 PM,22,44,0.33,47,0.35,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 22:30,9/18/2023,2,38,10:30:00 PM,22,33,0.24,41,0.30,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 23:00,9/18/2023,2,38,11:00:00 PM,23,22,0.16,29,0.21,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/18/2023 23:30,9/18/2023,2,38,11:30:00 PM,23,13,0.10,21,0.16,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 6:00,9/19/2023,3,38,6:00:00 AM,6,20,0.15,28,0.21,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 6:30,9/19/2023,3,38,6:30:00 AM,6,41,0.30,63,0.47,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 7:00,9/19/2023,3,38,7:00:00 AM,7,53,0.39,59,0.44,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 7:30,9/19/2023,3,38,7:30:00 AM,7,47,0.35,54,0.40,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 8:00,9/19/2023,3,38,8:00:00 AM,8,58,0.43,61,0.45,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 8:30,9/19/2023,3,38,8:30:00 AM,8,71,0.53,79,0.59,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 9:00,9/19/2023,3,38,9:00:00 AM,9,82,0.61,94,0.70,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 9:30,9/19/2023,3,38,9:30:00 AM,9,100,0.74,114,0.84,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 10:00,9/19/2023,3,38,10:00:00 AM,10,97,0.72,106,0.79,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 10:30,9/19/2023,3,38,10:30:00 AM,10,102,0.76,109,0.81,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 11:00,9/19/2023,3,38,11:00:00 AM,11,136,1.01,147,1.09,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 11:30,9/19/2023,3,38,11:30:00 AM,11,159,1.18,170,1.26,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 12:00,9/19/2023,3,38,12:00:00 PM,12,158,1.17,165,1.22,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 12:30,9/19/2023,3,38,12:30:00 PM,12,161,1.19,171,1.27,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 13:00,9/19/2023,3,38,1:00:00 PM,13,170,1.26,185,1.37,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 13:30,9/19/2023,3,38,1:30:00 PM,13,147,1.09,156,1.16,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 14:00,9/19/2023,3,38,2:00:00 PM,14,138,1.02,152,1.13,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 14:30,9/19/2023,3,38,2:30:00 PM,14,140,1.04,146,1.08,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 15:00,9/19/2023,3,38,3:00:00 PM,15,143,1.06,152,1.13,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 15:30,9/19/2023,3,38,3:30:00 PM,15,147,1.09,167,1.24,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 16:00,9/19/2023,3,38,4:00:00 PM,16,138,1.02,153,1.13,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 16:30,9/19/2023,3,38,4:30:00 PM,16,128,0.95,147,1.09,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 17:00,9/19/2023,3,38,5:00:00 PM,17,131,0.97,140,1.04,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 17:30,9/19/2023,3,38,5:30:00 PM,17,130,0.96,146,1.08,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 18:00,9/19/2023,3,38,6:00:00 PM,18,104,0.77,128,0.95,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 18:30,9/19/2023,3,38,6:30:00 PM,18,95,0.70,103,0.76,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 19:00,9/19/2023,3,38,7:00:00 PM,19,79,0.59,100,0.74,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 19:30,9/19/2023,3,38,7:30:00 PM,19,96,0.71,103,0.76,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 20:00,9/19/2023,3,38,8:00:00 PM,20,102,0.76,112,0.83,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 20:30,9/19/2023,3,38,8:30:00 PM,20,80,0.59,94,0.70,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 21:00,9/19/2023,3,38,9:00:00 PM,21,62,0.46,79,0.59,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 21:30,9/19/2023,3,38,9:30:00 PM,21,54,0.40,66,0.49,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 22:00,9/19/2023,3,38,10:00:00 PM,22,38,0.28,56,0.41,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 22:30,9/19/2023,3,38,10:30:00 PM,22,30,0.22,34,0.25,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 23:00,9/19/2023,3,38,11:00:00 PM,23,24,0.18,35,0.26,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/19/2023 23:30,9/19/2023,3,38,11:30:00 PM,23,19,0.14,25,0.19,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 6:00,9/20/2023,4,38,6:00:00 AM,6,13,0.10,20,0.15,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 6:30,9/20/2023,4,38,6:30:00 AM,6,31,0.23,37,0.27,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 7:00,9/20/2023,4,38,7:00:00 AM,7,45,0.33,52,0.39,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 7:30,9/20/2023,4,38,7:30:00 AM,7,51,0.38,55,0.41,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 8:00,9/20/2023,4,38,8:00:00 AM,8,59,0.44,67,0.50,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 8:30,9/20/2023,4,38,8:30:00 AM,8,65,0.48,71,0.53,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 9:00,9/20/2023,4,38,9:00:00 AM,9,97,0.72,112,0.83,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 9:30,9/20/2023,4,38,9:30:00 AM,9,136,1.01,153,1.13,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 10:00,9/20/2023,4,38,10:00:00 AM,10,143,1.06,166,1.23,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 10:30,9/20/2023,4,38,10:30:00 AM,10,132,0.98,147,1.09,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 11:00,9/20/2023,4,38,11:00:00 AM,11,131,0.97,141,1.04,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 11:30,9/20/2023,4,38,11:30:00 AM,11,154,1.14,169,1.25,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 12:00,9/20/2023,4,38,12:00:00 PM,12,162,1.20,170,1.26,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 12:30,9/20/2023,4,38,12:30:00 PM,12,169,1.25,180,1.33,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 13:00,9/20/2023,4,38,1:00:00 PM,13,159,1.18,170,1.26,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 13:30,9/20/2023,4,38,1:30:00 PM,13,136,1.01,153,1.13,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 14:00,9/20/2023,4,38,2:00:00 PM,14,132,0.98,144,1.07,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 14:30,9/20/2023,4,38,2:30:00 PM,14,137,1.01,152,1.13,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 15:00,9/20/2023,4,38,3:00:00 PM,15,145,1.07,155,1.15,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 15:30,9/20/2023,4,38,3:30:00 PM,15,156,1.16,172,1.27,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 16:00,9/20/2023,4,38,4:00:00 PM,16,163,1.21,177,1.31,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 16:30,9/20/2023,4,38,4:30:00 PM,16,168,1.24,178,1.32,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 17:00,9/20/2023,4,38,5:00:00 PM,17,142,1.05,160,1.19,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 17:30,9/20/2023,4,38,5:30:00 PM,17,132,0.98,140,1.04,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 18:00,9/20/2023,4,38,6:00:00 PM,18,153,1.13,165,1.22,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 18:30,9/20/2023,4,38,6:30:00 PM,18,123,0.91,136,1.01,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 19:00,9/20/2023,4,38,7:00:00 PM,19,106,0.79,118,0.87,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 19:30,9/20/2023,4,38,7:30:00 PM,19,107,0.79,116,0.86,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 20:00,9/20/2023,4,38,8:00:00 PM,20,112,0.83,119,0.88,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 20:30,9/20/2023,4,38,8:30:00 PM,20,102,0.76,116,0.86,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 21:00,9/20/2023,4,38,9:00:00 PM,21,83,0.61,93,0.69,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 21:30,9/20/2023,4,38,9:30:00 PM,21,74,0.55,86,0.64,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 22:00,9/20/2023,4,38,10:00:00 PM,22,63,0.47,78,0.58,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 22:30,9/20/2023,4,38,10:30:00 PM,22,34,0.25,47,0.35,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 23:00,9/20/2023,4,38,11:00:00 PM,23,19,0.14,26,0.19,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/20/2023 23:30,9/20/2023,4,38,11:30:00 PM,23,12,0.09,19,0.14,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 6:00,9/21/2023,5,38,6:00:00 AM,6,34,0.25,50,0.37,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 6:30,9/21/2023,5,38,6:30:00 AM,6,76,0.56,89,0.66,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 7:00,9/21/2023,5,38,7:00:00 AM,7,81,0.60,92,0.68,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 7:30,9/21/2023,5,38,7:30:00 AM,7,94,0.70,100,0.74,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 8:00,9/21/2023,5,38,8:00:00 AM,8,121,0.90,130,0.96,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 8:30,9/21/2023,5,38,8:30:00 AM,8,137,1.01,154,1.14,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 9:00,9/21/2023,5,38,9:00:00 AM,9,171,1.27,185,1.37,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 9:30,9/21/2023,5,38,9:30:00 AM,9,192,1.42,200,1.48,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 10:00,9/21/2023,5,38,10:00:00 AM,10,209,1.55,220,1.63,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 10:30,9/21/2023,5,38,10:30:00 AM,10,189,1.40,224,1.66,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 11:00,9/21/2023,5,38,11:00:00 AM,11,196,1.45,218,1.61,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 11:30,9/21/2023,5,38,11:30:00 AM,11,197,1.46,214,1.59,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 12:00,9/21/2023,5,38,12:00:00 PM,12,185,1.37,196,1.45,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 12:30,9/21/2023,5,38,12:30:00 PM,12,167,1.24,194,1.44,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 13:00,9/21/2023,5,38,1:00:00 PM,13,168,1.24,180,1.33,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 13:30,9/21/2023,5,38,1:30:00 PM,13,145,1.07,178,1.32,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 14:00,9/21/2023,5,38,2:00:00 PM,14,139,1.03,149,1.10,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 14:30,9/21/2023,5,38,2:30:00 PM,14,155,1.15,167,1.24,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 15:00,9/21/2023,5,38,3:00:00 PM,15,167,1.24,184,1.36,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 15:30,9/21/2023,5,38,3:30:00 PM,15,164,1.21,193,1.43,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 16:00,9/21/2023,5,38,4:00:00 PM,16,147,1.09,156,1.16,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 16:30,9/21/2023,5,38,4:30:00 PM,16,176,1.30,194,1.44,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 17:00,9/21/2023,5,38,5:00:00 PM,17,172,1.27,192,1.42,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 17:30,9/21/2023,5,38,5:30:00 PM,17,142,1.05,168,1.24,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 18:00,9/21/2023,5,38,6:00:00 PM,18,143,1.06,157,1.16,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 18:30,9/21/2023,5,38,6:30:00 PM,18,119,0.88,143,1.06,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 19:00,9/21/2023,5,38,7:00:00 PM,19,102,0.76,116,0.86,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 19:30,9/21/2023,5,38,7:30:00 PM,19,96,0.71,104,0.77,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 20:00,9/21/2023,5,38,8:00:00 PM,20,112,0.83,119,0.88,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 20:30,9/21/2023,5,38,8:30:00 PM,20,95,0.70,114,0.84,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 21:00,9/21/2023,5,38,9:00:00 PM,21,97,0.72,106,0.79,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 21:30,9/21/2023,5,38,9:30:00 PM,21,90,0.67,106,0.79,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 22:00,9/21/2023,5,38,10:00:00 PM,22,76,0.56,91,0.67,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 22:30,9/21/2023,5,38,10:30:00 PM,22,55,0.41,71,0.53,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 23:00,9/21/2023,5,38,11:00:00 PM,23,35,0.26,43,0.32,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/21/2023 23:30,9/21/2023,5,38,11:30:00 PM,23,21,0.16,37,0.27,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 6:00,9/22/2023,6,38,6:00:00 AM,6,24,0.18,35,0.26,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 6:30,9/22/2023,6,38,6:30:00 AM,6,51,0.38,58,0.43,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 7:00,9/22/2023,6,38,7:00:00 AM,7,59,0.44,65,0.48,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 7:30,9/22/2023,6,38,7:30:00 AM,7,72,0.53,79,0.59,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 8:00,9/22/2023,6,38,8:00:00 AM,8,78,0.58,83,0.61,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 8:30,9/22/2023,6,38,8:30:00 AM,8,87,0.64,95,0.70,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 9:00,9/22/2023,6,38,9:00:00 AM,9,128,0.95,164,1.21,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 9:30,9/22/2023,6,38,9:30:00 AM,9,150,1.11,162,1.20,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 10:00,9/22/2023,6,38,10:00:00 AM,10,158,1.17,172,1.27,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 10:30,9/22/2023,6,38,10:30:00 AM,10,167,1.24,182,1.35,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 11:00,9/22/2023,6,38,11:00:00 AM,11,164,1.21,175,1.30,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 11:30,9/22/2023,6,38,11:30:00 AM,11,163,1.21,178,1.32,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 12:00,9/22/2023,6,38,12:00:00 PM,12,157,1.16,163,1.21,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 12:30,9/22/2023,6,38,12:30:00 PM,12,184,1.36,202,1.50,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 13:00,9/22/2023,6,38,1:00:00 PM,13,197,1.46,210,1.56,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 13:30,9/22/2023,6,38,1:30:00 PM,13,207,1.53,222,1.64,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 14:00,9/22/2023,6,38,2:00:00 PM,14,196,1.45,228,1.69,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 14:30,9/22/2023,6,38,2:30:00 PM,14,196,1.45,212,1.57,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 15:00,9/22/2023,6,38,3:00:00 PM,15,173,1.28,196,1.45,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 15:30,9/22/2023,6,38,3:30:00 PM,15,159,1.18,179,1.33,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 16:00,9/22/2023,6,38,4:00:00 PM,16,155,1.15,166,1.23,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 16:30,9/22/2023,6,38,4:30:00 PM,16,157,1.16,172,1.27,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 17:00,9/22/2023,6,38,5:00:00 PM,17,159,1.18,169,1.25,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 17:30,9/22/2023,6,38,5:30:00 PM,17,132,0.98,150,1.11,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 18:00,9/22/2023,6,38,6:00:00 PM,18,107,0.79,123,0.91,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 18:30,9/22/2023,6,38,6:30:00 PM,18,85,0.63,98,0.73,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 19:00,9/22/2023,6,38,7:00:00 PM,19,77,0.57,89,0.66,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 19:30,9/22/2023,6,38,7:30:00 PM,19,71,0.53,80,0.59,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 20:00,9/22/2023,6,38,8:00:00 PM,20,80,0.59,96,0.71,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 20:30,9/22/2023,6,38,8:30:00 PM,20,84,0.62,103,0.76,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 21:00,9/22/2023,6,38,9:00:00 PM,21,68,0.50,83,0.61,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 21:30,9/22/2023,6,38,9:30:00 PM,21,53,0.39,70,0.52,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 22:00,9/22/2023,6,38,10:00:00 PM,22,42,0.31,47,0.35,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 22:30,9/22/2023,6,38,10:30:00 PM,22,48,0.36,52,0.39,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 23:00,9/22/2023,6,38,11:00:00 PM,23,25,0.19,42,0.31,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/22/2023 23:30,9/22/2023,6,38,11:30:00 PM,23,11,0.08,18,0.13,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 6:00,9/23/2023,7,38,6:00:00 AM,6,3,0.02,3,0.02,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 6:30,9/23/2023,7,38,6:30:00 AM,6,3,0.02,5,0.04,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 7:00,9/23/2023,7,38,7:00:00 AM,7,3,0.02,3,0.02,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 7:30,9/23/2023,7,38,7:30:00 AM,7,3,0.02,4,0.03,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 8:00,9/23/2023,7,38,8:00:00 AM,8,3,0.02,3,0.02,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 8:30,9/23/2023,7,38,8:30:00 AM,8,3,0.02,3,0.02,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 9:00,9/23/2023,7,38,9:00:00 AM,9,3,0.02,3,0.02,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 9:30,9/23/2023,7,38,9:30:00 AM,9,4,0.03,6,0.04,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 10:00,9/23/2023,7,38,10:00:00 AM,10,4,0.03,5,0.04,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 10:30,9/23/2023,7,38,10:30:00 AM,10,4,0.03,4,0.03,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 11:00,9/23/2023,7,38,11:00:00 AM,11,3,0.02,4,0.03,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 11:30,9/23/2023,7,38,11:30:00 AM,11,7,0.05,17,0.13,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 12:00,9/23/2023,7,38,12:00:00 PM,12,3,0.02,4,0.03,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 12:30,9/23/2023,7,38,12:30:00 PM,12,8,0.06,21,0.16,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 13:00,9/23/2023,7,38,1:00:00 PM,13,73,0.54,118,0.87,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 13:30,9/23/2023,7,38,1:30:00 PM,13,132,0.98,138,1.02,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 14:00,9/23/2023,7,38,2:00:00 PM,14,118,0.87,141,1.04,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 14:30,9/23/2023,7,38,2:30:00 PM,14,122,0.90,133,0.99,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 15:00,9/23/2023,7,38,3:00:00 PM,15,120,0.89,132,0.98,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 15:30,9/23/2023,7,38,3:30:00 PM,15,139,1.03,149,1.10,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 16:00,9/23/2023,7,38,4:00:00 PM,16,146,1.08,160,1.19,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 16:30,9/23/2023,7,38,4:30:00 PM,16,131,0.97,151,1.12,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 17:00,9/23/2023,7,38,5:00:00 PM,17,119,0.88,137,1.01,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 17:30,9/23/2023,7,38,5:30:00 PM,17,110,0.81,127,0.94,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 18:00,9/23/2023,7,38,6:00:00 PM,18,98,0.73,114,0.84,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 18:30,9/23/2023,7,38,6:30:00 PM,18,100,0.74,107,0.79,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 19:00,9/23/2023,7,38,7:00:00 PM,19,102,0.76,117,0.87,135,Cal Poly  > Rec Center > 2nd Floor
2nd Floor,09/23/2023 19:30,9/23/2023,7,38,7:30:00 PM,19,92,0.68,106,0.79,135,Cal Poly  > Rec Center > 2nd Floor
